column,block,source_file_line,definition,grain,source_records,event_subset,window,statistic,denominator_exposure,zero_semantics,missing_semantics,asof_rule,coding_era_dependence,intended_model_families,est_compute_cost,parity_class,parity_evidence
days_since_pass_ratio,B0,autosafe/feature_engineering_v55.py:669,days_since_last_test divided by 365.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",prior_test,between_2_most_recent_priors,recency_days,divided by 365,inherits days_since_last_test,inherits,"as-of SAFE but D13-UNSAFE: the module reads tests[0] after a DATE-ONLY stable sort (autosafe/feature_engineering_v55.py:221), so the value depends on WITHIN-DAY record order, which this programme declares unidentified (FACTORY_CONTRACT.md:72-74)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,"exactly days_since_last_test / 365.0 (autosafe/feature_engineering_v55.py:669), an affine transform of a shipped column"
station_fail_rate_smoothed,B0,autosafe/feature_engineering_v55.py:584,Testing-station fail rate; hardcoded default.,constant,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",station,lifetime,rate,n/a,n/a,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",absent,"HARDCODED 0.25 (autosafe/feature_engineering_v55.py:584). MEASURED flat4y/r1m n=999,999: range [0.25 .. 0.25], NULL 0.000%"
station_x_prev_outcome_fail_rate,B0,autosafe/feature_engineering_v55.py:585,Station x previous-outcome fail rate; hardcoded default.,constant,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",station x prev outcome,lifetime,rate,n/a,n/a,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",absent,"HARDCODED 0.25 (autosafe/feature_engineering_v55.py:585). MEASURED flat4y/r1m n=999,999: range [0.25 .. 0.25], NULL 0.000%"
multi_system_advisory_count,B0,autosafe/feature_engineering_v55.py:346,Number of distinct serving components (of five) carrying at least one prior advisory.,vehicle x prior ITEM,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory,lifetime,distinct_families,raw count,0 = no advisory anywhere,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,distinct serving components (of 5) with an advisory (autosafe/feature_engineering_v55.py:345-346); the any-disposition twin is b2_breadth_categories (factory/blocks.py:127) at 8-category grain
n_prior_fails,B0,autosafe/feature_engineering_v55.py:399,Prior test RECORDS whose mapped result is FAILED.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fail,lifetime,count,raw count,0 = never failed,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",equivalent,"the lifetime FAIL count at record grain over ALL test types (autosafe/feature_engineering_v55.py:398-399). B1's twin b1_n_prior_final_fails (factory/blocks.py:89) is NT-only and tagged research_only_input, so THIS is the only serving-safe prior-fail count in the 241. The two predicates genuinely differ (B1 requires test_type=='NT', factory/state.py:344; B0 does not, autosafe/feature_engineering_v55.py:398) so B0 also counts RETEST failures; both happen to range [0..23] on flat4y/r1m, so equality is a Phase-1 probe, not an established fact"
fails_last_365d,B0,autosafe/feature_engineering_v55.py:410,Prior FAILED test records within 365 days before the target date.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fail,trailing_365d,count,raw count,0 = none in window,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",equivalent,"the ONLY trailing-12-month event count in the 241 (autosafe/feature_engineering_v55.py:410), measured back from tgt_date"
fails_last_730d,B0,autosafe/feature_engineering_v55.py:411,Prior FAILED test records within 730 days before the target date.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fail,trailing_730d,count,raw count,0 = none in window,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",equivalent,the only trailing-24-month count on the fail axis (autosafe/feature_engineering_v55.py:411)
fail_rate_trend,B0,"autosafe/feature_engineering_v55.py:417,419",FAILED count among the 2 most recent priors minus the FAILED count among priors 3 and 4; 0 with fewer than 4 priors.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fail,last2_tests_minus_tests3to4,amplitude,raw counts,0 = flat AND 0 = fewer than 4 priors,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,"the nearest thing to 'recent-window rate minus older-window rate' (autosafe/feature_engineering_v55.py:414-419), but counts not rates, and the comparison window is tests 3-4, never lifetime"
recent_fail_intensity,B0,autosafe/feature_engineering_v55.py:422,Copy of fails_last_365d.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fail,trailing_365d,count,raw count,as fails_last_365d,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,EXACT copy: features['recent_fail_intensity'] = features['fails_last_365d'] (autosafe/feature_engineering_v55.py:422)
mdps_score,B0,autosafe/feature_engineering_v55.py:807,days_late divided by 365 (maintenance-deferral proxy).,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",prior_test,since_synthetic_expiry,recency_days,divided by 365,0 = not late AND 0 = no synthetic expiry,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,exactly days_late / 365 (autosafe/feature_engineering_v55.py:807)
front_end_advisory_intensity,B0,autosafe/feature_engineering_v55.py:787,"Sum of the steering, suspension and tyres advisory item counts.",vehicle x prior ITEM,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:steering+suspension+tyres,lifetime,count,raw count,0 = none of the three,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,exact sum of three shipped columns (autosafe/feature_engineering_v55.py:787-791)
brake_system_stress,B0,autosafe/feature_engineering_v55.py:797,prev_adv_brakes plus log1p(n_prior_tests)/3.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:brakes,lifetime,count,+ log1p(n_prior_tests)/3,not zero-separable,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,prev_adv_brakes + log1p(n_prior_tests)/3.0 (autosafe/feature_engineering_v55.py:795-797); both terms ship separately
commercial_wear_proxy,B0,autosafe/feature_engineering_v55.py:804,log1p(annualized_mileage_v2/10000) + days overdue past 365 + log1p(n_prior_tests)/3.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",mileage_reading|prior_test,mixed,composite,mixed,not zero-separable,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","YES: pre-2022 test_mileage is unit-ambiguous (km contamination, no unit column, docs/v58/assessment_2026_08/DATA_ASSESSMENT.md:170-172) and the runner hardcodes odometer_unit='mi' (factory/runners/b0_module_runner.py:121), so the module's km->mi branch never fires. flat4y spans 2020-2023, straddling the 2022 upstream correction",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,log1p(annualized_mileage_v2/10000) + days overdue + log1p(n_prior_tests)/3 (autosafe/feature_engineering_v55.py:801-804); every term is a shipped column
usage_band_hybrid,B0,"autosafe/feature_engineering_v55.py:596,607,610,613,616",Band of annualized_mileage_v2 (low/average/high/very_high); 'average' on every default path.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",mileage_reading,between_2_most_recent_priors,band,per year,n/a,"sentinel band 'average' on every default path (autosafe/feature_engineering_v55.py:596,610,613,616)","as-of SAFE but D13-UNSAFE: the module reads tests[0] after a DATE-ONLY stable sort (autosafe/feature_engineering_v55.py:221), so the value depends on WITHIN-DAY record order, which this programme declares unidentified (FACTORY_CONTRACT.md:72-74)","YES: pre-2022 test_mileage is unit-ambiguous (km contamination, no unit column, docs/v58/assessment_2026_08/DATA_ASSESSMENT.md:170-172) and the runner hardcodes odometer_unit='mi' (factory/runners/b0_module_runner.py:121), so the module's km->mi branch never fires. flat4y spans 2020-2023, straddling the 2022 upstream correction",tree-native categorical (CatBoost/LightGBM cat_features); MLP/RealMLP and context models need an explicit encoder (fit_contract.py:249-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",unsafe_ambiguous,"band of annualized_mileage_v2, same sentinel"
has_prior_advisory_brakes,B0,"autosafe/feature_engineering_v55.py:351,353",1 when any prior test carried a brakes advisory.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:brakes,lifetime,presence,n/a,0 = never,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,"3 of 5 serving components, no window variants. defect text := catalogue SECTION name (factory/runners/b0_module_runner.py:78-85; queue.txt uses --defect-text-source section on all six B0 builds); the v58 lake carries NO defect free text (DATA_ASSESSMENT s4)"
tests_since_last_advisory_brakes,B0,"autosafe/feature_engineering_v55.py:351,361,365",Number of prior test records newer than the most recent brakes advisory; NaN when never.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:brakes,lifetime,recency_tests,intervening prior RECORDS,0 = advisory on the most recent prior record,"NaN when never observed (autosafe/feature_engineering_v55.py:365), correctly distinct from 0","as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,"INTERVENING-TESTS recency exists ONLY here and in the failure twin: 6 columns over 3 components. No B1-B6 category, severity or outcome has an intervening-tests recency"
advisory_in_last_1_brakes,B0,"autosafe/feature_engineering_v55.py:351,369",1 when the single most recent prior test record carried a brakes advisory.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:brakes,last_1_test,presence,n/a,0 = not on the single most recent prior record,n/a,"as-of SAFE but D13-UNSAFE: the module reads tests[0] after a DATE-ONLY stable sort (autosafe/feature_engineering_v55.py:221), so the value depends on WITHIN-DAY record order, which this programme declares unidentified (FACTORY_CONTRACT.md:72-74)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",unsafe_ambiguous,the last-1-TEST window exists only here (autosafe/feature_engineering_v55.py:369) and it reads tests[:1]
advisory_in_last_2_brakes,B0,"autosafe/feature_engineering_v55.py:351,372",1 when either of the 2 most recent prior test records carried a brakes advisory.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:brakes,last_2_tests,presence,n/a,0 = not in the 2 most recent prior records,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,the last-2-TESTS window exists only here (autosafe/feature_engineering_v55.py:372); on a multi-test day the 2-record window collapses onto one calendar day
advisory_streak_len_brakes,B0,"autosafe/feature_engineering_v55.py:351,381",Consecutive most-recent prior test records carrying a brakes advisory (current streak).,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:brakes,current_run,streak_current,consecutive most-recent prior RECORDS,0 = the most recent record carried no such advisory,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,CURRENT streak (autosafe/feature_engineering_v55.py:375-381). No longest-streak twin for advisories; b2_*_max_run (factory/blocks.py:123) is longest-run over ANY-disposition items at day grain
has_prior_advisory_tyres,B0,"autosafe/feature_engineering_v55.py:351,353",1 when any prior test carried a tyres advisory.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:tyres,lifetime,presence,n/a,0 = never,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,"3 of 5 serving components, no window variants. defect text := catalogue SECTION name (factory/runners/b0_module_runner.py:78-85; queue.txt uses --defect-text-source section on all six B0 builds); the v58 lake carries NO defect free text (DATA_ASSESSMENT s4)"
